Disease name:	Carcinoma, Hepatocellular
miRNA_name	PMID	Description	Causality
hsa-mir-513a	36255069	These findings unraveled that circ_0003998 elevated 5-FU resistance in HCC by sponging miR-513a-5p to upregulate the level of ARK5, indicating that circ_0003998 might be used as a target to improve 5-FU therapy for HCC.	Unknown
hsa-mir-513a	35812439	Results of the cell counting kit 8 (CCK8), 5-ethynyl-2'-deoxyuridine (EdU), transwell, wound healing test, and flow cytometry showed that GUSB facilitated proliferation, invasion, as well as migration of human HCC cells and downregulated PD-L1 expression by promoting miR-513a-5p. In summary, this study reveals that increased GUSB downregulates PD-L1 expression by promoting miR-513a-5p, leading to primary resistance to anti-PD1 treatment in HCC, and amoxapine enhances the sensitivity of anti-PD1 therapy by inhibiting GUSB, providing a new strategy and method for improving the efficacy of anti-PD1 therapy and bringing new prospects for therapy of HCC.	Unknown
hsa-mir-451a	30626475	Objective To investigate the regulatory effect of miR-451a on macrophage migration inhibitory factor (MIF) and its effect on the proliferation of hepatocellular carcinoma HepG2 cells.	Unknown
hsa-mir-451a	30788382	EVs engineered with antitumor miRNAs (miR-31 and miR-451a) successfully promoted apoptosis of the HepG2 hepatocellular carcinoma cell line, silencing target genes involved in anti-apoptotic pathways.	Unknown
hsa-mir-451a	34498716	An understanding of the competing endogenous RNA network of ZSCAN16AS1/miR451a/ATF2 in HCC might be instrumental in the development of attractive targets for molecular therapy.	Unknown
hsa-mir-451a	31298411	Our findings indicated that miR-451a could serve as a novel target for HCC diagnosis and biological therapy.	Unknown
hsa-mir-651	31695418	Therefore, miR-3651 might be a novel therapeutic target for the treatment of HCC.	Unknown
hsa-mir-1226	32744687	Rescue assays demonstrated that ZFPM2-AS1 promotes HCC cell proliferation and invasion through modulating miR-1226/ITGB1 axis. CONCLUSIONS: ZFPM2-AS1 promotes cell proliferation and migration by regulating miR3p/ITGB1 axis in HCC.	Unknown
hsa-mir-1226	31258782	Conclusions: miR-1226-3p promotes sorafenib sensitivity of   HCC through downregulation of DUSP4 expression, and targeting miR-1226-3p may be   a novel therapeutic strategy for overcoming sorafenib resistance.	Unknown
hsa-mir-105	34388478	Consistently, miR-105 upregulation inhibited the proliferation of HCC cells, while downregulation of miR-105 reversed Propofol-induced HCC cell apoptosis. CONCLUSION: Propofol significantly attenuated HCC tumorigenesis via mediation of miR-105/JAK2/STAT3 axis.	Unknown
hsa-mir-153	33889573	Meanwhile, SULF2-induced CAFs promoted epithelial-to-mesenchymal transition (EMT) of HCC cells by modulating the SDF-1/CXCR4/OIP5-AS1/miR3p/SNAI1 axis. SULF2-induced CAFs attenuated HCC apoptosis by activating the SDF-1/CXCR4/PI3K/AKT signaling pathway and induced EMT through the SDF-1/CXCR4/OIP5-AS1/miR3p/SNAI1 axis.	Unknown
hsa-mir-526b	32116112	Mechanism research showed that hsa_circ_0091581 promoted cell proliferation via hsa_circ_0091581/miR-526b/c-Myc axis in HCC cells. These results revealed that hsa_circ_0091581/miR-526b/c-Myc/hsa_circ_0091581 positive feedback loop plays a vital role in HCC progression and hsa_circ_0091581 may be a potential prognostic biomarker and therapeutic target for HCC.	Unknown
hsa-mir-526b	35723810	Functionally, circEIF3I regulation in HCC cell progression was associated with miR-526b-5p sponging function and HGF upregulation could attenuate tumor-inhibiting roles of miR-526b-5p. CONCLUSION: CircEIF3I was an oncogenic circRNA in HCC-, and interfering circEIF3I exhibited anti-HCC activity via circEIF3I-miR-526b-5p-HGF/c-Met pathway.	Unknown
hsa-mir-940	35224785	LncRNA THEMIS2-211 exerts its biological function as an oncogene that promotes the proliferation, migration, invasion, EMT of HCC cells by physically interacting with miR-940 and therefore promoting SPOCK1 expressions. The discovery of lncRNA THEMIS2-211 further illuminates the molecular pathogenesis of HCC and the THEMIS2-211/miR-940/SPOCK1 axis may act as a potential therapeutic target for HCC.	Unknown
hsa-mir-5590	31402556	In conclusion, our study demonstrates that a SOX9-AS1/miR3p/SOX9 positive feedback loop drives tumor growth and metastasis in HCC through the Wnt/beta-catenin pathway, suggesting SOX9-AS1 as a novel potential prognostic and treatment target for HCC.	Unknown
hsa-mir-23a	31994011	The miR-23a-3p could be considered as a molecular target for HCC detection.	Unknown
hsa-mir-23a	35116505	Mechanistically, mir-23a-3p and mir3p may downregulate AQP9 expression in HCC. Mir-23a-3p and mir3p may inhibit AQP9 expression in HCC.	Unknown
hsa-mir-23a	31769216	MiR-23a was decreased, whereas p65, CCL22, and Foxp3 were increased in HBV(+) tumors. Targeting p65/miR-23a/CCL22 axis was a novel approach for HBV(+) HCC treatment.	Unknown
hsa-mir-34c	35170199	Mechanistically, Circ_0003945 might exert as a miR-34c-5p sponge to upregulate the expression of leucine-rich repeat-containing G protein-coupled receptor 4 (LGR4), activating the beta-catenin pathway, and finally facilitating HCC progression. In conclusion, Circ_0003945 exerts a tumour-promoting role in HCC cells by regulating the miR-34c-5p/LGR4/beta-catenin axis, which may be a potential target for HCC therapy.	Unknown
hsa-mir-34c	31068575	In our previous report, we identified miR-34c-3p as an independent factor contributing to the carcinogenesis of hepatocellular carcinoma (HCC) by targeting NCK Associated Protein 1 (NCKAP1).	Unknown
hsa-mir-125b-2	33949293	Above all, a low-expressed level of miR-125b-2-3p plays a tumor suppressive role in HCC.	Unknown
hsa-mir-1287	33061591	CONCLUSION: Circ_CDR1as depletion inhibits HCC cell proliferation and metastasis by miR-1287/Raf1 and MEK/ERK pathways, highlighting a promising molecular target for HCC treatment.	Unknown
hsa-mir-448	33328586	These findings highlighted that blocking the CDK11B-induced degradation of SPDEF and enhancing miR-448-dependent inhibition of DOT1L may delay the progression of HCC by restraining self-renewal capability of HCC stem cells, representing novel targets for HCC management.	Unknown
hsa-mir-448	35284123	MiR-448 suppresses cell proliferation and glycolysis of hepatocellular carcinoma through inhibiting IGF-1R expression.	Unknown
hsa-mir-1290	36632614	Accordingly, CD133/EpCAM-expressing cells, miR-1290, and miR-1825, could serve as promising diagnostic and prognostic biomarkers as well as therapeutic targets in patients suffering from liver cirrhosis or HCC.	Unknown
hsa-mir-376c	33469348	Conclusion This study suggests that miR-19a-3p/miR-376c-3p activates the Wnt/-catenin pathway via targeting SOX6, contributing to promoted biological functions of HCC cells.	Unknown
hsa-mir-2392	30908634	Collectively, CACNA1G-AS1 promotes HCC progression through regulating the miR-2392/C1orf61 pathway.	Unknown
hsa-mir-663a	30486878	These observations indicate that miR-663a may be a suitable diagnostic, therapeutic, and prognostic target for the treatment of HCC.	Unknown
hsa-mir-663a	33959508	Apigenin can inhibit the growth of HCC cells, which may be mediated by up-regulation or down-regulation of miRNA molecules. most significantly up-regulated miRNAs	Unknown
hsa-mir-152	30967300	CONCLUSION: The present results obtained forcefully proved that miR-152-3p exhibited an antineoplastic activity via targeting CDK8 and might be served as a potential therapeutic target for the treatment of HCC.	Unknown
hsa-mir-152	36082713	Conclusion miR-152 may inhibit EMT and RAS of HCCLM3 cells by targeting down-regulation of AGTR1 expression.	Unknown
hsa-mir-136	34419960	Circ_0027089 expression and NACC1 expression were elevated, while miR5p expression was decreased in HBV-related HCC tissues and cells. Circ_0027089 functioned as an oncogene to promote the development of HBV-related HCC by regulating NACC1 via competitively targeting miR5p.	Unknown
hsa-mir-136	34153299	SIGNIFICANCE: The lncRNA CRNDE-h/miR-136-5p/ILF2 axis plays a significant regulatory role in HCC progression, which may partly explain the pathogenic mechanisms of HCC and may provide promising potential targets for the diagnosis, treatment, and prognosis of HCC.	Unknown
hsa-mir-196b	31299165	Moreover, our data showed that miR-196b-5p inhibited the expression of WIPF2 in HCC, illustrating a regulatory axis of RP5-1120P11.3-miR-196b-5p-WIPF2 that facilitated the progression of HCC. These findings suggested that the RP5-1120P11.3-miR-196b-5p-WIPF2 axis is a potential target for treatment of HCC.	Unknown
hsa-mir-196b	31632480	Moreover, the miR-196b-5p expression level had correlations with the clinicopathological parameters such as vascular invasion of HCC, but the molecular mechanisms of miR-196b-5p in HCC still need further elucidation and verification.	Unknown
hsa-mir-196	31713780	Together these results highlight the role for miR-196-5p as an inhibitor of the proliferation and metastasis of HCC via the targeting of HMGA2, with this novel hypoxia/miR-196-5p/HMGA2 pathway serving as a potential target for future therapeutic intervention.	Unknown
hsa-mir-422a	32022476	CONCLUSIONS: DUXAP8 was a sponge of tumor suppressor miR-422a in HCC, enhanced the expression of PDK2 indirectly, and functioned as an oncogenic lncRNA.	Unknown
hsa-mir-346	35524319	CONCLUSIONS: CircMDK could serve as a potential tumor biomarker that promotes the progression of HCC via the miR-346/874-3p-ATG16L1 axis.	Unknown
hsa-mir-506	34340259	CONCLUSION: Hsa_circ_0016788 facilitates the development of HCC through increasing PARP14 expression by regulating miR-506-3p, which also offered an underlying targeted therapy for HCC treatment.	Unknown
hsa-mir-506	32901858	RTqPCR revealed that HOXA11AS expression was increased, while that of miR5063p was decreased in HCC tissues and cells compared with that in adjacent nontumor tissues and normal hepatic cells. Taken together, the present study demonstrates that HOXA11AS functions as an oncogene to promote the progression of HCC via the miR5063p/Slug axis, providing a therapeutic target for patients with HCC.	Unknown
hsa-mir-506	31933931	Our results provide a novel mechanism of miR-506-mediated suppressive effects on HCC tumorigenesis.	Unknown
hsa-mir-6165	35199365	Mechanistically, we revealed that circ_0001459 could sponge miR-6165 and induce the upregulation of its downstream target IGF1R, thus significantly promoting the progression of HCC.	Unknown
hsa-mir-6769b	33959508	Apigenin can inhibit the growth of HCC cells, which may be mediated by up-regulation or down-regulation of miRNA molecules. most significantly up-regulated miRNAs	Unknown
hsa-mir-552	32044726	In conclusion, our findings revealed the crucial role of the miR-552 in liver T-IC expansion and sorafenib response, rendering miR-552 an optimal target for the prevention and intervention in HCC.	Unknown
hsa-mir-188	34355586	CONCLUSIONS: Our finding suggested that miR-188-3p and miR-133b exert a suppressive effect on hepatocellular carcinoma proliferation, invasion, and migration through downregulation of NDRG1.	Unknown
hsa-mir-377	33667514	SIGNIFICANCE: Our findings supported that lncRNA BACE1-AS was up-regulated in HCC, promoting invasion and metastasis of hepatocellular carcinoma cells by modulating miR-377-3p/CELF1 axis via contributing to EMT pathway.	Unknown
hsa-mir-377	35461040	MiR-377-3p facilitates the proliferation and suppresses the cell cycle arrest and apoptosis in HCC by affecting transcription factor EGR1-mediated p53 activation.	Unknown
hsa-mir-377	31368365	This study revealed that circVAPA contributes to HCC cell proliferation through sponging miR3p and thereby disinhibiting PSAP, shedding light on a new insight into HCC initiation and progression.	Unknown
hsa-mir-377	35057851	CONCLUSIONS: We uncover the key function and the relevant mechanisms of the miR-377-3p/CPT1C axis in HCC, which might provide a potential target for the treatment of HCC.	Unknown
hsa-mir-377	33209874	LncRNA HULC shRNA disinhibits miR-377-5p to suppress the growth and invasion of hepatocellular carcinoma in vitro and hepatocarcinogenesis in vivo.	Unknown
hsa-mir-187	33311442	Furthermore, hsa_circRNA_104348 directly targeted miR3p, could regulate miR3p to affect proliferation, migration, invasion, and apoptosis of HCC cells, and may have effect on Wnt/beta-catenin signaling pathway. Taken together, these findings indicated that circular RNA hsa_circRNA_104348 might function as a competing endogenous RNA (ceRNA) to promotes HCC progression by targeting miR3p/RTKN2 axis and activating Wnt/beta-catenin pathway.	Unknown
hsa-mir-499	32691684	Our study identified miR-499 as a tumor-suppressive miR in hepatocellular carcinoma, thus providing a candidate therapeutic target for the future diagnosis or treatment of hepatocellular carcinoma.	Unknown
hsa-mir-1271	32275316	This study aims to determine whether miR5p inhibits cell proliferation and enhances the radiosensitivity by targeting cyclin-dependent kinase 1 (CDK1) in hepatocellular carcinoma (HCC). Overall, our findings suggested that miR5p inhibits cell proliferation and enhances the radiosensitivity of HCC cell lines by targeting CDK1.	Unknown
hsa-mir-619	32156248	Furthermore, PVT1 promoted MKL1 expression and migration in HCC cells by directly binding to miR-3619-5p.	Unknown
hsa-mir-619	30468709	In summary, our findings indicated that circZFR may exert carcinogenic role in HCC through regulating miR5p/CTNNB1 axis and activating Wnt/beta-catenin pathway.	Unknown
hsa-mir-296	32320856	In conclusion, miR-296-5p exerts an inhibitory effect on stemness potency of HCC cells via Brg1/Sall4 axis.	Unknown
hsa-mir-296	34899909	In Hepatocellular Carcinoma, miRNA-296-3p Targets MSL2 and Suppresses Cell Proliferation and Invasion.	Unknown
hsa-mir-384	35964907	CONCLUSION: In this study, circ_0008285 could promote the malignant biological behaviors of HCC cells through miR-384/RRM2 axis and has the potential to become a therapeutic target for HCC, providing a new idea for targeted therapy of HCC.	Unknown
hsa-mir-590	33833580	CONCLUSION: Our results suggest that circEPB41L2 might function as a tumor suppressor during HCC progression by sponging miR5p.	Unknown
hsa-mir-541	34930906	These findings indicated that circMTO1 suppressed HCC progression via the circMTO1/ miR-541-5p/ZIC1 axis by regulating Wnt/beta-catenin signaling and epithelial-to-mesenchymal transition, making it a novel therapeutic target.	Unknown
hsa-mir-541	31858539	Furthermore, the newly identified miR-541-3p/TMPRSS4 axis provided new insight into the pathogenesis of HCC.	Unknown
hsa-mir-488	33277866	CONCLUSION: LncRNA XIST accelerates HCC cell growth by inhibiting miR-488, so inhibiting lncRNA XIST or up-regulating miR-488 has objective potential therapeutic value and may be helpful for the development of new HCC treatment strategies.	Unknown
hsa-mir-450b	36786348	Collectively, Silencing HCG18 inhibits GPX4 by binding to miR-450b-5p, promotes GPX4-inhibited ferroptosis, and averts sorafenib resistance in HCC.	Unknown
hsa-mir-450b	31222833	In conclusion, miR-450b-3p is downregulated in human HCC and exerts tumor suppressive effects at least in part by inhibiting PGK1.	Unknown
hsa-mir-4739	35858900	CONCLUSION: Our results demonstrate that circGPR137B inhibits HCC tumorigenesis and metastasis through the circGPR137B/miR-4739/FTO feedback loop.	Unknown
hsa-mir-4739	33959508	Apigenin can inhibit the growth of HCC cells, which may be mediated by up-regulation or down-regulation of miRNA molecules. most significantly up-regulated miRNAs	Unknown
hsa-mir-484	31157375	In conclusion, miR-484/TUSC5 is potential diagnostic biomarkers and therapy targets for HCC.	Unknown
hsa-mir-484	30537115	Rescue experiments showed that miR-484 mimics can reverse the tumor-suppressing roles of circADAMTS13 in HCC. Therefore, our results demonstrated that circADAMTS13 can serve as a tumor suppressor during HCC progression via the functional pathway of sponging miR-484.	Unknown
hsa-mir-1914	33907947	The in vitro inhibition of the miR5p increased the energy expenditure pointed in different analyses, decreasing cell doubling time and migration rate verified in wound healing and in the classical transwell chambers invasion assays, which makes the miR5p a candidate for further translational and preclinical studies to validate its function in controlling metastasis in liver cancer or even treat those diseases.	Unknown
hsa-mir-491	33627127	MiR5p negatively regulated SEC61A1 and inhibited HCC cell proliferation and migration by targeting SEC61A1.	Unknown
hsa-mir-133b	34355586	CONCLUSIONS: Our finding suggested that miR-188-3p and miR-133b exert a suppressive effect on hepatocellular carcinoma proliferation, invasion, and migration through downregulation of NDRG1.	Unknown
hsa-mir-133b	30391496	The miRNA-133b/ SF3B4 axis may serve as a new therapeutic target for HCC treatment.	Unknown
hsa-mir-589	33541391	Mechanistically, CCDC183-AS1 acted as a ceRNA through sponging miR5p to offset its inhibitory effect on the target gene SKP1, then promoted the tumorigenesis of HCC. CONCLUSIONS: CCDC183-AS1 functions as an oncogene to promote HCC progression through the CCDC183-AS1/miR5p/SKP1 axis.	Unknown
hsa-mir-211	31880390	Subsequently, the underlying interactions and roles of lncRNA F11-AS1/miR5p/NR1I3 axis in HBV-related HCC were investigated. Collectively, lncRNA F11-AS1 acted as a modulator of miR5p to positively regulate the expression of NR1I3, and the lncRNA F11-AS1/miR5p/NR1I3 axis participated in HBV-related HCC progression via interference with the cellular physiology of HCC.	Unknown
hsa-mir-299	34765550	Mechanically, FAM99A interacted with EIF4B to inhibit gp130 and gp80 translation, which then interacted with miR5p to upregulate SOCS3, causing the JAK2 pathway to inhibit STAT3 phosphorylation, so that JAK2/STAT3 was blocked in HCC cells.	Unknown
hsa-mir-299	36260520	Matrine stimulates HCC cell apoptosis and represses the process of EMT and stemness through the miR-299-3p/PGAM1 axis.	Unknown
hsa-mir-588	36459288	MicroRNA-588 and its potential target Roundabout-directed receptor 1 (ROBO1) have been reported to promote tumor invasion and proliferation in diseases such as gastric, pancreatic and hepatocellular carcinoma, while their function in GBM and response to hypoxic states remain elusive.	Unknown
hsa-mir-588	32860321	PICSAR played an oncogenic role by targeting miR-588 and subsequently promoted EIF6 expression and PI3K/AKT/mTOR activation in HCC.	Unknown
hsa-mir-942	31046434	In conclusion, miR-942-3p may act as an oncogenic factor in HCC cells by targeting MBL2 and provide a potential marker for patients with HCC.	Unknown
hsa-mir-942	31632084	CONCLUSION: miR-942 may serve as a potential biomarker for HCC and its inhibitor may be a therapeutic agent for the treatment of this deadly disease.	Unknown
hsa-mir-3682	36366818	CONCLUSION: miR-3682-3p promoted HCC migration and stemness through PTEN/PI3K/AKT/beta-catenin signaling, implying that miR-3682-3p might be a promising target for HCC clinical treatment.	Unknown
hsa-mir-6884	32687483	METHODS: RT-qPCR was employed to examine the expression levels of RP11-295G20.2, miR-6884-3p, and CCNB1 in HCC tissues and cell lines.	Unknown
hsa-mir-29	34307695	Moreover, a new miRNA, miR3p, targeting KDM1A was found to regulate the PD-L1 expression profile in HCC cells.	Unknown
hsa-mir-29	33090397	RESULTS Our study showed miR-329-3p expression was significantly lower in hepatocellular carcinoma tissue.	Unknown
hsa-mir-376a	32795656	CAF+TRI+CGA reduced the hepatic protein levels of pro-proliferative EGFR (miR3p target), antiapoptotic Bcl-2 family members (miR-15b-5p targets), and the number of PCNA (miR-376a-3p target) positive hepatocytes in preneoplastic foci.	Unknown
hsa-mir-233	36579994	CONCLUSIONS: Our data suggest a potential role for miR3p as a prognostic as well as a therapeutic target for HCC.	Unknown
hsa-mir-449c	32593303	Moreover, circUHRF1 inhibits NK cell function by upregulating the expression of TIM-3 via degradation of miR-449c-5p.	Unknown
hsa-mir-449c	30389318	This evidence suggests that miR-449c-5p could play an essential role in HCC through various pathways and that POLD3 could be a potential miR-449c-5p target.	Unknown
hsa-mir-520c	32357822	CONCLUSION: Our data referred to the tumor suppressor function of miR-520c-3p that could modulate the chemosensitivity of HepG2 cells towards DOX treatment, providing a promising therapeutic strategy in HCC.	Unknown
hsa-mir-520c	30415263	CONCLUSION: In summary, our results suggested that the HOXA-AS2/miR-520c-3p/GPC3 axis may play an important role in the regulation of PTC progression, which could serve as a biomarker and therapeutic target for HCC.	Unknown
hsa-mir-520c	35051313	miR-520c-3p sponged by circKCNN2 could reverse the inhibitory effect of circKCNN2 on HCC cells and down-regulate the expression of methyl-DNA-binding domain protein 2 (MBD2). CONCLUSIONS: circKCNN2, transcriptionally repressed by NFYA, suppresses HCC recurrence via the miR-520c-3p/MBD2 axis.	Unknown
hsa-mir-1270	31703591	Finally, we also found that miR-1270 was a negative regulator and participated in post-transcriptional regulation of CENPM, and hepatitis B virus X protein (HBx) can promote hepatocellular carcinoma by suppressing miR1270.	Unknown
hsa-mir-1270	32683589	CONCLUSION: Hsa-circRNA-103809 promoted development of HCC via sequestering miR-1270 and up-regulating PLAGL2.	Unknown
hsa-mir-294	32498943	CONCLUSIONS: miR-294 is important for the development of HCC in terms of the biological activities of cells, and may be a novel therapeutic target for HCC.	Unknown
hsa-mir-3180	33519911	SNHG17 promotes tumor-like behavior in HCC cells via miR3p/RFX1. CONCLUSION: We determined RFX1 as the target of miR3p; SNHG17 enhanced the progression of HCC via the miR3p/RFX1 axis.	Unknown
hsa-mir-1253	34377018	CONCLUSION: Circ_0072995 exerted tumorigenic roles to enhance HCC progression through activating EIF4A3 by sponging miR-1253.	Unknown
hsa-mir-520h	34516353	Our results showed that IGF2-AS expression was significantly down-regulated in HCC cells and tissues; lower IGF2-AS expression was significantly associated with poor prognosis of HCC patients; IGF2-AS over-expression inhibited the viability, colony formation, invasion, and migration, while promoted apoptosis in vitro, and inhibited HCC xenograft growth in vivo; IGF2-AS sponged microRNA-520h (miR-520h) to up-regulate IGF2-AS expression, and miR-520h over-expression or cyclin-dependent kinase inhibitor 1A (CDKN1A) silencing reversed IGF2-AS reduced aggressive behaviors of HCC cells. In conclusion, IGF2-AS is a tumor-suppressor in HCC, and lower IGF2-AS expression is associated with poor prognosis of HCC patients; IGF2-AS inhibits HCC oncogenesis and development by IGF2-AS/miR-520h/CDKN1A pathway.	Unknown
hsa-mir-650	30481780	CONCLUSION: In conclusion, the miR-650/LATS2 pathway may serve as a novel prognostic biomarker and an attractive therapeutic target for HCC patients.	Unknown
hsa-mir-498	33609562	CONCLUSION: PRR34-AS1 facilitates HCC progression by regulating miR-498/TOMM20/ITGA6 axis.	Unknown
hsa-mir-498	33431945	Our findings indicated that circGFRA1 contributed to HCC progression by modulating the miR-498/NAP1L3 axis in HCC.	Unknown
hsa-mir-498	31208923	BACKGROUND: To unravel the fundamental role of miR-498 in the context of hepatocellular carcinoma cells and understands underlying potential mechanism. CONCLUSIONS: Our data highlighted the tumor suppressor role of miRFOXO3 signaling in hepatocellular carcinoma cells, which might hold promise for therapeutic exploitation.	Unknown
hsa-mir-1343	34859735	Our findings demonstrate that regulating ASMTL-AS1/miR-1343-3p/LAMC1-mediated HCC cell malignancy might be an effective method to interfere with HCC progression.	Unknown
hsa-mir-1343	33959508	Apigenin can inhibit the growth of HCC cells, which may be mediated by up-regulation or down-regulation of miRNA molecules. most significantly up-regulated miRNAs	Unknown
hsa-mir-885	32099401	CONCLUSION: miR-885-5p likely acts as a tumor suppressor by regulating AEG1, suggesting that miR-885-5p may be a potential biomarker and can be targeted in therapeutic strategies against HCC in the future.	Unknown
hsa-mir-433	33781916	MATERIALS AND METHODS: The expression of LINC01006, miR3p and CBX3 in HCC tissues and cells was assessed by qRT-PCR or Western blot. CONCLUSIONS: Silencing of LINC01006 inhibited the viability, migration, and invasion of HCC cells through regulating miR3p/CBX3 axis.	Unknown
hsa-mir-33a	31401158	CASC15 upregulated TWIST1 gene expression in HCC cells by sponging miR-33a-5p. a CASC15 could promote EMT and facilitate malignancy of HCC cells by increasing TWIST1 gene expression via miR-33a-5p sponging.	Unknown
hsa-mir-548b	30671469	miR-548b-3p regulates proliferation, apoptosis and mitochondrial function by targeting CIP2A in HCC.	Unknown
hsa-mir-627	34335948	Thus, this study has revealed that miR-627-5p was repressed by hypoxia under the mediation of HDAC3 in HCC, and there existed a HIF-1alpha/HDAC3/miR-627-5p/BCL3/CCND1 signal pathway in HCC.	Unknown
hsa-mir-627	35322735	Together, our data suggest that HMMR-AS1 regulates HBV-HCC progression via miR-627-3p/HMGA2 axis.	Unknown
hsa-mir-378b	34139933	Circ_0078710 interference-induced effects in curcumin-stimulated HCC cells were partly abolished by the silence of miR-378b. CONCLUSIONS: Circ_0078710 silencing aggravated curcumin-mediated anti-tumor effects through mediating the miR-378b/PRIM2 signaling in HCC cells.	Unknown
hsa-mir-556	34936303	Propofol inhibited HCC cell proliferation and EMT progress via NORAD/miR3p/MIEN1 axis.	Unknown
hsa-mir-1180	32665670	Thus, miR-1180-3p might be useful as a prognostic marker for HCC.	Unknown
hsa-mir-620	30720163	CONCLUSIONS: Hsa_circ_103809 acts by binding to miR-620 and inhibiting the tumourigenicity of HCC.	Unknown
hsa-mir-625	36811210	CONCLUSIONS: The LINC02027/miR-625-3p/PDLIM5 axis inhibits the development of HCC.	Unknown
hsa-mir-625	35401844	CONCLUSION: LINC00852 regulates HCC cell activities via the miR-625/E2F1 axis.	Unknown
hsa-mir-623	31190447	Collectively, our data suggested that miR-623 suppressed the progression of HCC by regulating the PI3K/Akt, Wnt/beta-catenin, and ERK/JNK pathways by targeting XRCC5 in HCC in vitro, indicating that miR-623 may be a target for the therapy of HCC.	Unknown
hsa-mir-1178	34125401	In the present study, we found that miR3p was down-regulated, while TBL1XR1 was up-regulated in HCC cancer tissues by bioinformatics analysis and RT-PCR. Our results indicated that the novel identified miR3p functions as a tumor suppressor in HCC through regulating TBL1XR1/PI3K/Akt pathway, and these findings could be a valid molecular target for liver cancer therapy.	Unknown
hsa-mir-374b	32430024	ABCA8 was down-regulated by miR-374b-5p; this down-regulation can induce epithelial transformation to mesenchyme via the ERK/ZEB1 signaling pathway and promote HCC progression. These findings may lead to a new targeted therapy for HCC through the regulation of ABCA8, and miR-374b-5p.	Unknown
hsa-mir-374b	31106002	Clinically, hnRNPA1 and PKM2 expression are upregulated and inversely associated with miR-374b expression level in sorafenib-resistant HCC patients.	Unknown
hsa-mir-622	33901943	Moreover, the cooperator of LIN28A, ZCCHC11, was newly identified as a prognostic and therapeutic target of miR-622 in liver cancer. Together, identification of novel miR-622 target genes revealed common regulation of cooperating genes and outlines the previously unknown oncogenic role of ZCCHC11 in liver cancer.	Unknown
hsa-mir-4726	35040191	Taken together, our study revealed that SM inhibited the growth of HCC and enhanced the anticancer effect of SF through HOTTIP-TUG1/miR5p/MUC1 signaling pathway.	Unknown
hsa-mir-517a	30519044	CONCLUSION: We demonstrated that miR-517a acts as an oncogene to promote Warburg effect in HCC, favoring tumor growth, and miR-517a/FBP1 could be a novel target for HCC treatment.	Unknown
hsa-mir-587	34423048	Our study identified a novel lncRNA PANTR1/miR-587/BCL2A1 axis in HCC progression.	Unknown
hsa-mir-652	34608826	All data indicated that elevated miR-652-3p is a prognostic marker and would be able to participate in tumor progression of HCC by regulating cell proliferation, migration, and invasion.	Unknown
hsa-mir-621	30503969	Taken together, miR-621 and/or SETDB1 might be used as a novel therapeutic target for the treatment of HCC.	Unknown
hsa-mir-621	30416861	Taken together, our findings suggest that miR-621 acts as a tumor suppressor gene in HCC progression by downregulating CAPRIN1 expression and could be a novel potential diagnostic and prognostic biomarker for HCC.	Unknown
hsa-mir-3679	36224673	Moreover, miRNA-3679 promotes the proliferation of HCC cells and inhibits their apoptosis by suppressing ZADH2.	Unknown
hsa-mir-577	34194499	CXCL5 was a target gene of miR-577, and its expression was mediated by miR-577 in HCC. The newly identified role of the CXCL5/miR-577/NF-kappaB axis provides novel insights into the targeted therapy of HCC.	Unknown
hsa-mir-637	36029209	CONCLUSION: Circ_SNX27 contributed to HCC development via miR-637/FGFR1 axis, offering a new idea for the treatment of HCC.	Unknown
hsa-mir-637	35205327	The study goal was to examine VEGFA (vascular endothelial growth factor A) expression in hepatocellular carcinoma (HCC) cell lines upon transfection miR-612, miR-637, or miR-874. Methods: MiR-612 mimics, miR-637 mimics, or miR-874 inhibitors were transfected using Lipofectamine RNAiMax in both HCC cell lines, HepG2 and HuH-7.	Unknown
hsa-mir-767	32333091	Collectively, the available data suggest that as a potent oncomiR, miR-767-5p actions along HCC progression are in part mediated by its function as a posttranscriptional repressor of PMP22 signaling.	Unknown
hsa-mir-767	34675978	In summary, this study revealed that circSLC30A7 is an essential tumor suppressor that inhibits HCC tumorigenesis through the miR5p/FBXW7/NOTCH1 axis.	Unknown
hsa-mir-767	33210543	Additionally, this study demonstrated that RP11-909N17.2 facilitates the proliferation and invasion of HCC cells by binding to miRNA3p, a tumor-suppressive microRNA (miRNA).	Unknown
hsa-mir-664b	31967930	Conclusions: miR-664b-5p acts as a cancer suppressor through negatively regulating AKT2 expression in HepG2 and SUN-475 cells, suggesting that miR-664b-5p could be a protective target for HCC patients.	Unknown
hsa-mir-514a	32391716	Conclusions: All in all, TRIM52-AS1 sponged miR-514a-5p to facilitate HCC progression through increasing MRPS18A expression.	Unknown
